,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
2588,Crysencio Summerville,nl NED,MFFW,Leeds United,eng Premier League,19,2001,1.4,0,2,0,0.0,1.38,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,df04eb4b
2589,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,73affbb6
2590,Suso,es ESP,FW,Sevilla,es La Liga,27,1993,4.3,0,6,2,33.3,1.41,0.47,0.00,0.00,23.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,4e219ad2
2591,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,2000,10.2,0,5,1,20.0,0.49,0.10,0.00,0.00,18.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,1d0bb7e4
2592,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,1999,28.5,3,39,13,33.3,1.37,0.46,0.08,0.23,21.0,2,0,0,2.1,2.1,0.05,+0.9,+0.9,Matches,92d83c27
2593,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,1998,13.7,0,7,0,0.0,0.51,0.00,0.00,,7.3,0,0,0,1.1,1.1,0.15,-1.1,-1.1,Matches,8abd174d
2594,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2aeb43f1
2595,Mamadou Sylla,sn SEN,FWMF,Alavés,es La Liga,27,1994,4.4,0,2,0,0.0,0.46,0.00,0.00,,8.9,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches,e5ec95f8
2596,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,es La Liga,27,1994,2.8,0,11,1,9.1,3.91,0.36,0.00,0.00,11.3,1,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches,e5ec95f8
2597,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,2.9,1,9,3,33.3,3.12,1.04,0.11,0.33,13.2,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches,53e07d0b
2598,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01b8a2b2
2599,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,20,2000,17.1,6,40,15,37.5,2.33,0.87,0.15,0.40,22.8,7,0,1,4.8,4.0,0.10,+1.2,+2.0,Matches,934e1968
2600,Jakob Sørensen,dk DEN,MFDF,Norwich City,eng Premier League,23,1998,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,16.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches,953c30b0
2601,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,1995,19.6,4,35,12,34.3,1.79,0.61,0.11,0.33,12.5,0,0,0,5.9,5.9,0.17,-1.9,-1.9,Matches,e92cd3f7
2602,Tachi,es ESP,DF,Alavés,es La Liga,23,1997,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8b625720
2603,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32.0,2,16,3,18.8,0.50,0.09,0.13,0.67,10.4,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,bd142efb
2604,Waniss Taibi,fr FRA,MFFW,Angers,fr Ligue 1,19,2002,1.5,0,1,0,0.0,0.68,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,95192fe4
2605,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,1993,23.6,5,42,12,28.6,1.78,0.51,0.12,0.42,20.7,0,0,0,2.6,2.6,0.06,+2.4,+2.4,Matches,a0f9b535
2606,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,27,1994,28.6,4,23,7,30.4,0.80,0.24,0.17,0.57,21.5,0,0,0,1.2,1.2,0.05,+2.8,+2.8,Matches,8da74c05
2607,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,1999,8.2,0,7,2,28.6,0.86,0.24,0.00,0.00,13.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,e9971f2d
2608,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,0,12,3,25.0,0.76,0.19,0.00,0.00,24.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,34269bdf
2609,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,1,6,1,16.7,0.30,0.05,0.17,1.00,9.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,a73c8f95
2610,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,1992,29.2,4,20,5,25.0,0.68,0.17,0.00,0.00,31.2,4,4,4,3.8,0.7,0.03,+0.2,-0.7,Matches,ed39121c
2611,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.50,13.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,e514ab62
2612,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16.0,0,6,3,50.0,0.37,0.19,0.00,0.00,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,e514ab62
2613,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,abd56820
2614,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5,Matches,15ea812b
2615,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b056e3da
2616,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,20,2001,5.4,0,2,2,100.0,0.37,0.37,0.00,0.00,20.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,27270af4
2617,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,2000,13.1,1,23,2,8.7,1.76,0.15,0.04,0.50,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches,a65c844b
2618,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,1993,30.3,0,7,0,0.0,0.23,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,cc2d7ad5
2619,Loum Tchaouna,fr FRA,FWMF,Rennes,fr Ligue 1,17,2003,1.0,0,2,1,50.0,2.07,1.03,0.00,0.00,16.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,a3c8b4d3
2620,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,1998,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,93b8f9f4
2621,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,2000,32.5,3,55,10,18.2,1.69,0.31,0.05,0.30,22.5,0,0,0,2.0,2.0,0.04,+1.0,+1.0,Matches,4f255115
2622,Mathys Tel,fr FRA,FWMF,Rennes,fr Ligue 1,16,2005,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,17.5,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,829aa60c
2623,Jordan Tell,gp GLP,FW,Clermont Foot,fr Ligue 1,24,1997,3.2,1,8,3,37.5,2.48,0.93,0.13,0.33,12.1,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,4f093689
2624,Nathan Tella,eng ENG,MFFW,Southampton,eng Premier League,22,1999,8.9,0,12,5,41.7,1.34,0.56,0.00,0.00,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,f1e94cd6
2625,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,1992,18.4,0,10,3,30.0,0.54,0.16,0.00,0.00,23.1,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,e73c9bb2
2626,Cristian Tello,es ESP,FW,Betis,es La Liga,29,1991,9.1,2,29,9,31.0,3.19,0.99,0.07,0.22,21.1,2,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches,72a99e38
2627,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,1996,11.9,0,6,1,16.7,0.50,0.08,0.00,0.00,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,66654daa
2628,Marc Tenas,es ESP,FWMF,Alavés,es La Liga,20,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1c5d79e2
2629,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6f51e382
2630,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5cbb5ad6
2631,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,31.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e1b0a70d
2632,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,30.9,21,86,44,51.2,2.79,1.42,0.22,0.43,14.9,0,2,2,13.9,12.3,0.14,+7.1,+6.7,Matches,5148dcc5
2633,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3ef0a2d7
2634,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,3.9,0,2,0,0.0,0.52,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,037130ca
2635,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,2001,7.6,0,8,3,37.5,1.06,0.40,0.00,0.00,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,ac277993
2636,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,21,2000,6.5,2,17,7,41.2,2.62,1.08,0.12,0.29,16.1,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches,7120a04d
2637,Cedric Teuchert,de GER,MFFW,Union Berlin,de Bundesliga,24,1997,1.2,0,3,1,33.3,2.57,0.86,0.00,0.00,14.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,f956479d
2638,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,26.9,2,21,6,28.6,0.78,0.22,0.10,0.33,16.7,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches,df8d6029
2639,Jan Thielmann,de GER,MFFW,Köln,de Bundesliga,19,2002,13.2,3,15,6,40.0,1.13,0.45,0.20,0.50,22.9,0,0,0,1.4,1.4,0.09,+1.6,+1.6,Matches,fd53759d
2640,Sada Thioub,sn SEN,FW,Angers,fr Ligue 1,26,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4bc42b1
2641,Sada Thioub,sn SEN,DFMF,Saint-Étienne,fr Ligue 1,26,1995,10.6,0,5,0,0.0,0.47,0.00,0.00,,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,f4bc42b1
2642,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,21.2,0,4,0,0.0,0.19,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,fc027d02
2643,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,28.5,2,14,4,28.6,0.49,0.14,0.14,0.50,8.2,0,0,0,2.0,2.0,0.16,0.0,0.0,Matches,275e2c51
2644,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,26.5,8,48,19,39.6,1.81,0.72,0.17,0.42,16.3,0,0,0,6.2,6.2,0.13,+1.8,+1.8,Matches,c76b7567
2645,Erik Thommy,de GER,FWMF,Stuttgart,de Bundesliga,26,1994,3.0,0,10,4,40.0,3.28,1.31,0.00,0.00,24.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,df8e7b62
2646,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,0,1,0,0.0,0.62,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,235a62f8
2647,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,32.7,3,26,7,26.9,0.80,0.21,0.12,0.43,13.3,0,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches,d1b49282
2648,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,0,1,0,0.0,0.11,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,db23d9fc
2649,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,23,1997,10.9,3,32,11,34.4,2.94,1.01,0.09,0.27,13.1,0,0,0,4.6,4.6,0.15,-1.6,-1.6,Matches,6f8cd6d0
2650,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,20,2001,21.1,4,23,7,30.4,1.09,0.33,0.17,0.57,17.0,0,0,0,2.7,2.7,0.12,+1.3,+1.3,Matches,7d9397f8
2651,Alexis Tibidi,fr FRA,MFFW,Stuttgart,de Bundesliga,17,2003,4.3,0,4,0,0.0,0.94,0.00,0.00,,12.5,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,ca6f4846
2652,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,fr Ligue 1,22,1999,1.7,0,2,1,50.0,1.20,0.60,0.00,0.00,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,9ddf7fae
2653,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,29.2,6,57,15,26.3,1.95,0.51,0.07,0.27,25.0,0,2,2,4.4,2.8,0.05,+1.6,+1.2,Matches,56f7a928
2654,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,21.3,1,15,5,33.3,0.70,0.23,0.07,0.20,20.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,fce2302c
2655,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23,1998,1.2,3,4,3,75.0,3.21,2.41,0.75,1.00,8.2,0,0,0,1.1,1.1,0.28,+1.9,+1.9,Matches,6b8887c2
2656,Malik Tillman,us USA,FWMF,Bayern Munich,de Bundesliga,19,2002,1.2,0,1,1,100.0,0.87,0.87,0.00,0.00,11.6,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,a5420709
2657,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,1,24,8,33.3,1.08,0.36,0.04,0.13,19.1,2,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,a5bea1fb
2658,David Timor,es ESP,MF,Getafe,es La Liga,31,1989,3.8,0,8,0,0.0,2.11,0.00,0.00,,29.9,2,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,174651c8
2659,Mircea Ţîrlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,683a1d81
2660,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,1999,34.6,1,19,6,31.6,0.55,0.17,0.05,0.17,9.9,0,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches,88f130ed
2661,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e547d3cf
2662,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,28,1992,25.5,12,74,36,48.6,2.90,1.41,0.14,0.28,14.4,0,2,2,12.6,11.0,0.15,-0.6,-1.0,Matches,5ceba7fc
2663,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,7.8,2,17,3,17.6,2.18,0.38,0.12,0.67,19.5,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches,652d4c37
2664,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,1994,15.5,0,3,1,33.3,0.19,0.06,0.00,0.00,22.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,a96e5dc0
2665,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,16.0,1,12,2,16.7,0.75,0.13,0.08,0.50,12.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches,c56dc39e
2666,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,32.4,17,101,40,39.6,3.12,1.24,0.12,0.30,18.9,9,5,5,15.1,11.2,0.11,+1.9,+0.8,Matches,02ef8778
2667,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,11.9,4,28,15,53.6,2.34,1.26,0.14,0.27,15.1,0,0,0,4.0,4.0,0.14,0.0,0.0,Matches,b492126a
2668,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,22,1998,18.7,0,11,2,18.2,0.59,0.11,0.00,0.00,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,b3af9be1
2669,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b3af9be1
2670,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,6.1,1,4,2,50.0,0.66,0.33,0.25,0.50,13.7,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches,e7ca0439
2671,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,1997,30.2,0,12,3,25.0,0.40,0.10,0.00,0.00,11.7,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches,7edfbb8a
2672,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,28.9,5,37,11,29.7,1.28,0.38,0.14,0.45,23.0,4,0,0,4.1,4.1,0.11,+0.9,+0.9,Matches,0db169ae
2673,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,1990,9.7,0,7,3,42.9,0.72,0.31,0.00,0.00,11.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,8cc29864
2674,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,32.3,12,83,24,28.9,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,+0.6,-0.4,Matches,e09f279b
2675,Ernesto Torregrossa,ve VEN,FW,Sampdoria,it Serie A,29,1992,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bf39bdec
2676,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,25,1996,24.4,5,29,13,44.8,1.19,0.53,0.17,0.38,14.2,2,0,0,5.3,5.0,0.19,-0.3,0.0,Matches,52611641
2677,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,2001,14.2,0,4,0,0.0,0.28,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,4d753a3f
2678,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,21,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.50,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8,Matches,9e1035f8
2679,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,21,2000,15.7,4,51,18,35.3,3.25,1.15,0.06,0.17,16.5,3,1,1,7.0,6.2,0.12,-3.0,-3.2,Matches,9e1035f8
2680,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,26,1994,11.2,2,14,5,35.7,1.25,0.45,0.14,0.40,19.1,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches,58a9a4d9
2681,Pau Torres,es ESP,DF,Villarreal,es La Liga,24,1997,31.7,5,24,9,37.5,0.76,0.28,0.21,0.56,8.2,0,0,0,3.0,3.0,0.12,+2.0,+2.0,Matches,532e1e4f
2682,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,32,1989,9.0,2,13,3,23.1,1.45,0.33,0.00,0.00,25.0,0,2,2,2.1,0.5,0.04,-0.1,-0.5,Matches,d733aa38
2683,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,30.3,1,34,9,26.5,1.12,0.30,0.03,0.11,21.1,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,0e4fef6e
2684,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23,1997,5.4,0,2,0,0.0,0.37,0.00,0.00,,8.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,f86cabbd
2685,Cenk Tosun,tr TUR,MF,Everton,eng Premier League,30,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9a104dee
2686,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,27,1994,4.8,0,4,0,0.0,0.84,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,ef7cd87a
2687,Almamy Touré,ml MLI,DFMF,Eint Frankfurt,de Bundesliga,25,1996,5.6,0,6,2,33.3,1.07,0.36,0.00,0.00,13.3,0,0,0,1.0,1.0,0.16,-1.0,-1.0,Matches,c8c60119
2688,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,24,1997,21.8,2,23,7,30.4,1.06,0.32,0.09,0.29,19.5,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches,71ec39ef
2689,Yoann Touzghar,tn TUN,FW,Troyes,fr Ligue 1,34,1986,16.2,4,28,12,42.9,1.73,0.74,0.14,0.33,13.2,0,0,0,4.9,4.9,0.18,-0.9,-0.9,Matches,4e47507a
2690,Andros Townsend,eng ENG,MFFW,Everton,eng Premier League,30,1991,16.2,3,20,9,45.0,1.24,0.56,0.10,0.22,22.1,4,1,1,2.2,1.5,0.07,+0.8,+0.5,Matches,b28bbd58
2691,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,25,1996,11.9,1,23,5,21.7,1.94,0.42,0.04,0.20,19.7,0,0,0,3.0,3.0,0.13,-2.0,-2.0,Matches,9a28eba4
2692,Adama Traoré,es ESP,FW,Barcelona,es La Liga,25,1996,4.2,0,9,3,33.3,2.12,0.71,0.00,0.00,15.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,9a28eba4
2693,Amadou Traore,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4eb0686f
2694,Bertrand Traoré,bf BFA,MFFW,Aston Villa,eng Premier League,25,1995,2.4,0,8,1,12.5,3.27,0.41,0.00,0.00,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,c47541e0
2695,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,19,2001,19.2,1,22,5,22.7,1.15,0.26,0.05,0.20,28.3,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches,999ceb5f
2696,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,29,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,de488e56
2697,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,29,1992,32.1,3,31,9,29.0,0.97,0.28,0.10,0.33,17.2,0,0,0,1.5,1.5,0.05,+1.5,+1.5,Matches,a4b1028a
2698,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,34,1986,35.7,4,25,9,36.0,0.70,0.25,0.16,0.44,9.2,0,0,0,4.0,4.0,0.17,0.0,0.0,Matches,b666421b
2699,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ce17b5eb
2700,Miguel Trauco,pe PER,DFMF,Saint-Étienne,fr Ligue 1,28,1992,12.4,1,11,3,27.3,0.89,0.24,0.09,0.33,23.7,1,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,e4b72e34
2701,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,33,1988,22.3,3,20,6,30.0,0.90,0.27,0.00,0.00,25.5,0,3,3,3.3,0.9,0.05,-0.3,-0.9,Matches,fc647b34
2702,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,26,1994,0.1,0,1,0,0.0,8.18,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,3ae14ed1
2703,Manu Trigueros,es ESP,MFFW,Villarreal,es La Liga,29,1991,24.2,6,41,18,43.9,1.69,0.74,0.15,0.33,17.7,0,0,0,5.7,5.7,0.14,+0.3,+0.3,Matches,963829d0
2704,Simone Trimboli,it ITA,MF,Sampdoria,it Serie A,19,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f5f21026
2705,Christopher Trimmel,at AUT,DFFW,Union Berlin,de Bundesliga,34,1987,22.1,2,20,5,25.0,0.90,0.23,0.10,0.40,18.1,1,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches,056d2d95
2706,Francisco Trincão,pt POR,FWMF,Wolves,eng Premier League,21,1999,14.8,2,32,13,40.6,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7,Matches,77e39b04
2707,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,30,1990,4.8,2,2,2,100.0,0.42,0.42,1.00,1.00,24.5,2,0,0,0.2,0.2,0.11,+1.8,+1.8,Matches,21512407
2708,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,es La Liga,30,1990,10.8,0,2,0,0.0,0.18,0.00,0.00,,18.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,21512407
2709,William Troost-Ekong,ng NGA,DF,Watford,eng Premier League,27,1993,15.4,0,2,0,0.0,0.13,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,7ed4921e
2710,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,26,1994,31.2,8,73,26,35.6,2.34,0.83,0.10,0.27,18.7,5,1,1,6.7,5.9,0.08,+1.3,+1.1,Matches,38ceb24a
2711,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,19,2001,18.2,3,19,5,26.3,1.04,0.27,0.16,0.60,20.1,0,0,0,1.8,1.8,0.09,+1.2,+1.2,Matches,5d0e0a1f
2712,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,73e2f6eb
2713,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,25,1996,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,f315ca93
